rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2015),rank change from 2015,type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,fulltime teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
252,Brick Township Memorial High School,12-Sep,"1,602",12.3,25.30%,35.4,240,-12,Public,2001 Lanes Mill Rd,Brick,8724,Ocean,Brick Township Public School District,No,(n/a),No,No,(732) 785-3000,130,1307 (81.6 %),103 (6.4 %),143 (8.9 %),43 (2.7 %),0 (0.0 %),2 (0.1 %),4 (0.2 %)
253,Woodbury Junior-Senior High School,12-Jun,748,11.1,64.00%,35.3,235,-18,"Public, Alternative",25 N. Broad Street,Woodbury,8096,Gloucester,Woodbury City Public School District,No,(n/a),No,Yes,(856) 853-0123,67,272 (36.4 %),320 (42.8 %),119 (15.9 %),12 (1.6 %),1 (0.1 %),3 (0.4 %),21 (2.8 %)
254,Atlantic County Institute of Technology,12-Sep,"1,425",12.6,60.40%,35.2,179,-75,Public,5080 Atlantic Avenue,Mays Landing,8330,Atlantic,Atlantic County Vocational School District,No,(n/a),No,Yes,(609) 625-2249,113,587 (41.2 %),298 (20.9 %),416 (29.2 %),60 (4.2 %),7 (0.5 %),7 (0.5 %),50 (3.5 %)
255,Ocean City High School,12-Sep,"1,254",12.6,14.40%,35.2,306,51,Public,501 Atlantic Avenue,Ocean City,8226,Cape May,Ocean City School District,No,(n/a),No,No,(609) 399-1290,99,1144 (91.2 %),29 (2.3 %),46 (3.7 %),17 (1.4 %),1 (0.1 %),5 (0.4 %),12 (1.0 %)
256,Middlesex County Vocational School Perth Amboy,12-Sep,295,14,70.20%,34.7,284,28,Public,457 High Street,Perth Amboy,8861,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,Yes,(732) 376-6300,21,38 (12.9 %),26 (8.8 %),227 (76.9 %),3 (1.0 %),0 (0.0 %),1 (0.3 %),0 (0.0 %)
257,Middletown High School North,12-Sep,"1,439",12.6,17.40%,34.5,171,-86,Public,63 Tindall Road,Middletown,7748,Monmouth,Middletown Township Public School District,No,(n/a),No,Yes,(732) 706-6061,114,1278 (88.8 %),34 (2.4 %),97 (6.7 %),19 (1.3 %),3 (0.2 %),3 (0.2 %),5 (0.3 %)
258,Camden County Technical School-GTC,12-Sep,"1,317",10.1,63.00%,34.3,264,6,Public,343 Berlin Cross Keys Road,Sicklerville,8081,Camden,Camden County Technical School District,No,(n/a),No,Yes,(856) 767-7000,130,482 (36.6 %),389 (29.5 %),362 (27.5 %),26 (2.0 %),0 (0.0 %),1 (0.1 %),57 (4.3 %)
259,William L Dickinson High School,12-Sep,"1,994",12.2,76.60%,34.3,223,-36,Public,2 Palisade Ave,Jersey City,7306,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 714-4400,163,256 (12.8 %),323 (16.2 %),958 (48.0 %),433 (21.7 %),15 (0.8 %),6 (0.3 %),3 (0.2 %)
260,Cliffside Park High School,12-Sep,"1,121",13.3,63.90%,34.2,313,53,Public,538 Palisade Avenue,Cliffside Park,7010,Bergen,Cliffside Park School District,No,(n/a),No,Yes,(201) 313-2370,84,361 (32.2 %),28 (2.5 %),700 (62.4 %),30 (2.7 %),0 (0.0 %),0 (0.0 %),2 (0.2 %)
261,Kittatinny Regional High School,12-Jul,"1,062",11,12.00%,34.2,187,-74,Public,77 Halsey Road,Newton,7860,Sussex,Kittatinny Regional School District,No,(n/a),No,Yes,(973) 383-1800,96,1005 (94.6 %),5 (0.5 %),34 (3.2 %),12 (1.1 %),0 (0.0 %),3 (0.3 %),3 (0.3 %)
262,Atlantic City High School,12-Sep,"1,954",12.6,64.90%,34.2,279,17,Public,1400 N Albany Avenue,Atlantic City,8401,Atlantic,Atlantic City School District,No,(n/a),No,Yes,(609) 343-7300,154,321 (16.4 %),541 (27.7 %),707 (36.2 %),368 (18.8 %),1 (0.1 %),10 (0.5 %),6 (0.3 %)
263,Clifton High School,12-Sep,"3,036",13.4,54.90%,33.9,297,34,Public,333 Colfax Avenue,Clifton,7013,Passaic,Clifton Public School District,No,(n/a),No,No,(973) 470-2312,226,1004 (33.1 %),154 (5.1 %),1654 (54.5 %),213 (7.0 %),2 (0.1 %),1 (0.0 %),8 (0.3 %)
264,West Caldwell Technical,12-Sep,261,8.1,80.10%,33.9,250,-14,Public,620 Passaic Ave,West Caldwell,7006,Essex,Essex County Vocational Technical School District,No,(n/a),No,Yes,(973) 412-2205,32,6 (2.3 %),92 (35.2 %),158 (60.5 %),3 (1.1 %),0 (0.0 %),0 (0.0 %),2 (0.8 %)
265,Cherry Hill High School West,12-Sep,"1,407",13.4,29.50%,33.7,282,17,Public,2101 Chapel Ave,Cherry Hill,8034,Camden,Cherry Hill School District,No,(n/a),No,Yes,(856) 663-8006,105,850 (60.4 %),169 (12.0 %),199 (14.1 %),152 (10.8 %),0 (0.0 %),5 (0.4 %),32 (2.3 %)
266,Barnegat High School,12-Sep,982,12.4,33.30%,33.7,242,-24,Public,180 Bengal Blvd,Barnegat,8005,Ocean,Barnegat Township School District,No,(n/a),No,No,(609) 660-7510,79,787 (80.1 %),74 (7.5 %),85 (8.7 %),20 (2.0 %),1 (0.1 %),2 (0.2 %),13 (1.3 %)
267,North 13th St Technical,12-Sep,677,11.4,88.30%,33.7,209,-58,Public,300 N 13th St,Newark,7107,Essex,Essex County Vocational Technical School District,No,(n/a),No,Yes,(973) 412-2203,59,7 (1.0 %),261 (38.6 %),390 (57.6 %),6 (0.9 %),2 (0.3 %),10 (1.5 %),1 (0.1 %)
268,Camden County Technical School-Pennsauken,12-Sep,768,11.8,86.90%,33.2,268,0,Public,6008 Browning Road,Pennsauken,8109,Camden,Camden County Technical School District,No,(n/a),No,Yes,(856) 663-1040,65,18 (2.3 %),238 (31.0 %),476 (62.0 %),24 (3.1 %),2 (0.3 %),1 (0.1 %),9 (1.2 %)
269,Winslow Township High School,12-Sep,"1,356",11.6,46.70%,33.1,167,-102,Public,10 Cooper Folly Road,Atco,8004,Camden,Winslow Township School District,No,(n/a),No,Yes,(856) 767-1850,116,291 (21.5 %),868 (64.0 %),133 (9.8 %),44 (3.2 %),0 (0.0 %),0 (0.0 %),20 (1.5 %)
270,Toms River High School South,12-Sep,"1,383",12.8,28.70%,32.9,294,24,Public,55 Hyers Street,Toms River,8753,Ocean,Toms River Regional School District,No,(n/a),No,No,(732) 505-5738,108,1035 (74.8 %),113 (8.2 %),166 (12.0 %),40 (2.9 %),0 (0.0 %),0 (0.0 %),29 (2.1 %)
271,Deptford Township High School,12-Sep,"1,077",13.2,41.30%,32.3,285,14,Public,575 S Fox Run Rd,Deptford,8096,Gloucester,Deptford Township Public School District,No,(n/a),No,No,(856) 232-2713,81,629 (58.4 %),279 (25.9 %),115 (10.7 %),52 (4.8 %),0 (0.0 %),2 (0.2 %),0 (0.0 %)
272,Millville Senior High School,12-Sep,"1,132",12.1,51.60%,32.3,228,-44,Public,200 Wade Blvd,Millville,8332,Cumberland,Millville School District,No,(n/a),No,Yes,(856) 327-6040,93,626 (55.3 %),280 (24.7 %),196 (17.3 %),13 (1.1 %),3 (0.3 %),1 (0.1 %),13 (1.1 %)
273,Hamilton West-Watson,12-Sep,"1,228",12,43.90%,32.2,257,-16,Public,2720 South Clinton Avenue,Hamilton,8610,Mercer,Hamilton Township Public School District,No,(n/a),No,No,(609) 631-4168,102,522 (42.5 %),260 (21.2 %),383 (31.2 %),31 (2.5 %),0 (0.0 %),0 (0.0 %),32 (2.6 %)
274,Rosa L. Parks School of Fine and Performing Arts,12-Sep,287,8.9,61.30%,32.2,339,65,Public,413 12th Avenue,Paterson,7514,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0520,32,4 (1.4 %),131 (45.6 %),150 (52.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),2 (0.7 %)
275,Arthur P Schalick High School,12-Sep,583,12.9,32.10%,32.1,245,-30,Public,718 Centerton Road,Pittsgrove,8318,Salem,Pittsgrove Township School District,No,(n/a),No,Yes,(856) 358-2054,45,436 (74.8 %),50 (8.6 %),65 (11.1 %),7 (1.2 %),0 (0.0 %),0 (0.0 %),25 (4.3 %)
276,Saddle Brook Middle/High School,12-Jul,799,12.1,18.70%,32,338,62,Public,355 Mayhill Street,Saddle Brook,7663,Bergen,Saddle Brook School District,No,(n/a),No,No,(201) 843-2880,66,543 (68.0 %),34 (4.3 %),165 (20.7 %),53 (6.6 %),0 (0.0 %),4 (0.5 %),0 (0.0 %)
277,North Plainfield High School,12-Sep,993,10.7,64.10%,31.4,222,-55,Public,34 Wilson Ave,N Plainfield,7060,Somerset,North Plainfield School District,No,(n/a),No,Yes,(908) 769-6000,92,113 (11.4 %),219 (22.1 %),600 (60.4 %),54 (5.4 %),0 (0.0 %),0 (0.0 %),7 (0.7 %)
278,University High School,12-Jul,536,11.9,65.30%,31.2,132,-146,Public,55 Clinton Pl,Newark,7108,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 374-3190,45,5 (0.9 %),435 (81.2 %),95 (17.7 %),1 (0.2 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
279,Clayton High School,12-Sep,404,9.1,52.70%,31,244,-35,Public,55 Pop Kramer Blvd,Clayton,8312,Gloucester,Clayton Public School District,No,(n/a),No,Yes,(856) 881-8701,44,212 (52.5 %),113 (28.0 %),43 (10.6 %),7 (1.7 %),4 (1.0 %),0 (0.0 %),25 (6.2 %)
280,Union Senior High,12-Sep,"2,212",12.1,38.70%,30.1,277,-3,Public,2350 North Third Street,Union,7083,Union,Township Of Union School District,No,(n/a),No,Yes,(908) 851-6500,182,483 (21.8 %),1094 (49.5 %),406 (18.4 %),208 (9.4 %),0 (0.0 %),14 (0.6 %),7 (0.3 %)
281,Lindenwold High School,12-Sep,611,11.9,78.40%,30,333,52,Public,801 Egg Harbor Road,Lindenwold,8021,Sussex,Lindenwold Public School District,No,(n/a),No,Yes,(856) 741-0320,51,71 (11.6 %),259 (42.4 %),258 (42.2 %),18 (2.9 %),1 (0.2 %),1 (0.2 %),3 (0.5 %)
282,Cumberland Regional High School,12-Sep,"1,291",14.8,45.90%,29.7,181,-101,Public,90 Silver Lake Road,Bridgeton,8302,Cumberland,Cumberland Regional School District,No,(n/a),No,Yes,(856) 451-9400,87,677 (52.4 %),294 (22.8 %),234 (18.1 %),19 (1.5 %),22 (1.7 %),1 (0.1 %),44 (3.4 %)
283,Gloucester City Junior Senior High School,12-Jul,786,10.6,69.30%,29.5,231,-52,Public,1300 Market Street,Gloucester City,8030,Camden,Gloucester City Public School District,No,(n/a),No,Yes,(856) 456-7000,74,594 (75.6 %),71 (9.0 %),94 (12.0 %),24 (3.1 %),0 (0.0 %),3 (0.4 %),0 (0.0 %)
284,Dr. Charles E. Brimm Medical Arts High School,12-Sep,203,13.5,49.80%,29.3,199,-85,Public,1626 Copewood Street,Camden,8103,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-2500,15,0 (0.0 %),142 (70.0 %),57 (28.1 %),4 (2.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
285,Academy of Law & Public Safety,12-Nov,85,14.1,14.10%,29.2,141,-144,Public,255 West End Avenue,Long Branch,7740,Monmouth,Monmouth County Vocational School District,No,(n/a),No,No,(732) 229-2446,6,62 (72.9 %),3 (3.5 %),17 (20.0 %),2 (2.4 %),0 (0.0 %),1 (1.2 %),0 (0.0 %)
286,Washington Township High School,12-Sep,"2,326",12.2,21.20%,29.2,216,-70,Public,519 Hurffville Crosskeys Rd,Sewell,8080,Gloucester,Washington Township School District,No,(n/a),No,No,(856) 589-8500,190,1881 (80.9 %),179 (7.7 %),102 (4.4 %),130 (5.6 %),0 (0.0 %),0 (0.0 %),34 (1.5 %)
287,Hanover Park High School,12-Sep,858,10.5,4.40%,29.2,201,-86,Public,63 Mt Pleasant Avenue,East Hanover,7936,Morris,Hanover Park Regional High School District,No,(n/a),No,Yes,(973) 887-0300,81,697 (81.2 %),35 (4.1 %),61 (7.1 %),64 (7.5 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
288,Warren County Vocational Technical School,12-Sep,478,10.8,34.10%,29.1,241,-47,Public,1500 Route 57,Washington,7882,Warren,Warren County Technical School District,No,(n/a),No,Yes,(908) 689-0122,44,384 (80.3 %),25 (5.2 %),59 (12.3 %),4 (0.8 %),0 (0.0 %),0 (0.0 %),6 (1.3 %)
289,Williamstown High School,12-Sep,"1,867",14.4,31.00%,29.1,327,38,Public,700 N Tuckahoe Rd,Williamstown,8094,Gloucester,Monroe Township Public School District,No,(n/a),No,No,(856) 262-8200,129,1259 (67.4 %),393 (21.0 %),131 (7.0 %),62 (3.3 %),4 (0.2 %),1 (0.1 %),17 (0.9 %)
290,Burlington Township High School,12-Sep,"1,243",12.4,21.90%,29,238,-52,Public,610 Fountain Avenue,Burlington,8016,Burlington,Burlington Township Board Of Education,No,(n/a),No,Yes,(609) 387-1713,100,578 (46.5 %),432 (34.8 %),95 (7.6 %),119 (9.6 %),1 (0.1 %),3 (0.2 %),15 (1.2 %)
291,Buena Regional High School,12-Sep,649,11.5,49.90%,29,350,59,Public,125 Weymouth Road,Buena,8310,Atlantic,Buena Regional School District,No,(n/a),No,No,(856) 697-2400,56,391 (60.2 %),95 (14.6 %),144 (22.2 %),14 (2.2 %),0 (0.0 %),0 (0.0 %),5 (0.8 %)
292,Hopatcong High School,12-Sep,518,10.5,30.30%,28.6,210,-82,Public,2a Windsor Ave,Hopatcong,7843,Sussex,Hopatcong Borough School District,No,(n/a),No,Yes,(973) 398-8803,49,390 (75.3 %),20 (3.9 %),89 (17.2 %),13 (2.5 %),0 (0.0 %),3 (0.6 %),3 (0.6 %)
293,Creative Arts Morgan Village Academy,12-Jun,374,11,59.60%,28.6,287,-6,"Public, Alternative",990 Morgan Boulevard,Camden,8104,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-6267,34,1 (0.3 %),266 (71.1 %),105 (28.1 %),2 (0.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
294,Keyport High School,12-Sep,376,9.4,50.80%,28.6,382,88,Public,351 Broad Street,Keyport,7735,Monmouth,Keyport School District,No,(n/a),No,Yes,(732) 212-6100,40,250 (66.5 %),38 (10.1 %),81 (21.5 %),7 (1.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
295,Bound Brook High School,12-Sep,565,13.1,68.30%,28.5,356,61,Public,111 West Union Avenue,Bound Brook,8805,Somerset,Bound Brook School District,No,(n/a),No,No,(732) 652-7950,43,112 (19.8 %),77 (13.6 %),362 (64.1 %),10 (1.8 %),0 (0.0 %),1 (0.2 %),3 (0.5 %)
296,North Bergen High School,12-Sep,"2,512",15.5,62.80%,28.4,370,74,Public,7417 Kennedy Blvd,North Bergen,7047,Hudson,North Bergen School District,No,(n/a),No,No,(201) 295-2800,162,262 (10.4 %),37 (1.5 %),2139 (85.2 %),70 (2.8 %),0 (0.0 %),3 (0.1 %),1 (0.0 %)
297,Passaic County-Manchester Regional High School,12-Sep,865,13.1,79.00%,28.3,348,51,Public,70 Church Street,Haledon,7508,Passaic,Passaic County Manchester Regional High School District,No,(n/a),No,Yes,(973) 389-2821,66,159 (18.4 %),162 (18.7 %),509 (58.8 %),28 (3.2 %),1 (0.1 %),6 (0.7 %),0 (0.0 %)
298,New Brunswick High School,12-Sep,"1,845",12.2,38.20%,28.2,300,2,Public,1000 Somerset St,New Brunswick,8901,Middlesex,New Brunswick School District,No,(n/a),No,Yes,(732) 745-5300,151,18 (1.0 %),237 (12.8 %),1575 (85.4 %),10 (0.5 %),3 (0.2 %),1 (0.1 %),1 (0.1 %)
299,Peoples Preparatory Charter School,12-Sep,377,10.7,91.30%,28.1,344,45,"Public, Charter",321 Bergen Street,Newark,7103,Essex,Peoples Preparatory Charter School,Yes,(n/a),No,Yes,(973) 622-1790,35,0 (0.0 %),328 (87.0 %),48 (12.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),1 (0.3 %)
300,South Amboy Middle/High School,12-Jun,522,13,40.00%,28,246,-54,"Public, Alternative",200 Governor Harold G Hoffman,South Amboy,8879,Middlesex,South Amboy School District,No,(n/a),No,Yes,(732) 316-7669,40,327 (62.6 %),41 (7.9 %),135 (25.9 %),19 (3.6 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
301,Linden High School,12-Sep,"1,706",13.2,53.90%,28,342,41,Public,121 W St George Ave,Linden,7036,Union,Linden Public School District,No,(n/a),No,No,(908) 486-5432,129,341 (20.0 %),683 (40.0 %),624 (36.6 %),34 (2.0 %),4 (0.2 %),3 (0.2 %),17 (1.0 %)
302,University Academy Charter High School,12-Sep,436,11.1,79.80%,27.9,325,23,"Public, Charter",275 West Side Avenue,Jersey City,7305,Hudson,University Academy Charter High School,Yes,(n/a),No,Yes,(201) 200-3200,39,11 (2.5 %),234 (53.7 %),141 (32.3 %),50 (11.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
303,Vineland Senior High School,12-Sep,"2,687",13.4,63.90%,27.8,,,Public,2880 E Chestnut Ave,Vineland,8360,Cumberland,Vineland Public School District,No,(n/a),No,Yes,(856) 794-6800,200,676 (25.2 %),507 (18.9 %),1413 (52.6 %),59 (2.2 %),12 (0.4 %),1 (0.0 %),19 (0.7 %)
304,Haddon Heights Junior-Senior High School,12-Jul,741,10.2,17.00%,27.8,307,3,Public,301 Second Avenue,Haddon Heights,8035,Camden,HADDON HEIGHTS School District,No,(n/a),No,Yes,(856) 547-1920,72,528 (71.3 %),138 (18.6 %),48 (6.5 %),8 (1.1 %),0 (0.0 %),0 (0.0 %),19 (2.6 %)
305,Colts Neck High School,12-Sep,"1,450",14.2,9.70%,27.6,174,-131,Public,59 Five Points Road,Colts Neck,7722,Monmouth,Freehold Regional High School District,No,(n/a),No,No,(732) 761-0190,102,1173 (80.9 %),28 (1.9 %),116 (8.0 %),123 (8.5 %),4 (0.3 %),3 (0.2 %),3 (0.2 %)
306,John F. Kennedy High School,12-Sep,"1,328",12,42.50%,27.3,214,-92,Public,200 Washington Avenue,Iselin,8830,Middlesex,Woodbridge Township School District,No,(n/a),No,No,(732) 602-8650,110,359 (27.0 %),133 (10.0 %),330 (24.8 %),499 (37.6 %),1 (0.1 %),0 (0.0 %),6 (0.5 %)
307,Belleville High School,12-Sep,"1,419",12.9,53.80%,27.1,375,68,Public,100 Passaic Ave,Belleville,7109,Essex,Belleville Public Schools,No,(n/a),No,Yes,(973) 532-5012,110,251 (17.7 %),130 (9.2 %),860 (60.6 %),163 (11.5 %),3 (0.2 %),12 (0.8 %),0 (0.0 %)
308,Wildwood High School,12-Sep,241,5.3,74.30%,27.1,278,-30,Public,4300 Pacific Ave,Wildwood,8260,Cape May,Wildwood City School District,No,(n/a),No,Yes,(609) 522-7922,45,104 (43.2 %),21 (8.7 %),114 (47.3 %),2 (0.8 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
309,Bulington City High School,12-Jul,712,8.9,58.40%,27,195,-114,Public,100 Blue Devil Way,Burlington,8016,Burlington,Burlington City Public School District,No,(n/a),No,Yes,(609) 387-5800,80,237 (33.3 %),362 (50.8 %),77 (10.8 %),24 (3.4 %),1 (0.1 %),1 (0.1 %),10 (1.4 %)
310,Triton Regional High School,12-Sep,"1,168",12.9,29.30%,27,347,37,Public,250 Schubert Ave,Runnemede,8078,Camden,Black Horse Pike Regional School District,No,(n/a),No,Yes,(856) 939-4500,90,881 (75.4 %),86 (7.4 %),112 (9.6 %),83 (7.1 %),0 (0.0 %),0 (0.0 %),6 (0.5 %)
311,Hillside High School,12-Sep,897,11.5,64.60%,26.9,296,-15,Public,1085 Liberty Ave,Hillside,7205,Union,Hillside Board Of Education,No,(n/a),No,Yes,(908) 352-7664,78,83 (9.3 %),622 (69.3 %),180 (20.1 %),8 (0.9 %),0 (0.0 %),2 (0.2 %),2 (0.2 %)
312,Kearny High School,12-Sep,"1,748",12.9,49.20%,26.8,319,7,Public,336 Devon St,Kearny,7032,Hudson,Kearny,No,(n/a),No,Yes,(201) 955-5050,135,697 (39.9 %),38 (2.2 %),972 (55.6 %),34 (1.9 %),2 (0.1 %),2 (0.1 %),3 (0.2 %)
313,Academy for Urban Leadership Charter School,12-Aug,393,11.2,79.90%,26.8,302,-11,"Public, Charter",612 Amboy Ave,Perth Amboy,8861,Middlesex,Academy for Urban Leadership Charter School,Yes,(n/a),No,Yes,(848) 203-3742,35,2 (0.5 %),21 (5.3 %),367 (93.4 %),2 (0.5 %),0 (0.0 %),1 (0.3 %),0 (0.0 %)
314,Paterson Charter School for Science/Technology,K-12,"1,044",10.4,85.60%,26.5,337,23,"Public, Charter, Alternative",276 Wabash Avenue,Paterson,7503,Passaic,Paterson Charter School For Science And Technology,Yes,(n/a),No,Yes,(973) 247-0600,100,29 (2.8 %),391 (37.5 %),618 (59.2 %),3 (0.3 %),1 (0.1 %),1 (0.1 %),1 (0.1 %)
315,Pitman High School,12-Sep,447,10.9,5.80%,26.2,316,1,Public,225 Linden Ave,Pitman,8071,Gloucester,Pitman Boro School District,No,(n/a),No,No,(856) 589-2121,41,409 (91.5 %),11 (2.5 %),9 (2.0 %),5 (1.1 %),4 (0.9 %),0 (0.0 %),9 (2.0 %)
316,Timber Creek Regional High School,12-Sep,"1,292",14,23.60%,26.2,366,50,Public,501 Jarvis Road,Erial,8081,Camden,Black Horse Pike Regional School District,No,(n/a),No,No,(856) 232-9703,92,710 (55.0 %),446 (34.5 %),62 (4.8 %),55 (4.3 %),9 (0.7 %),0 (0.0 %),10 (0.8 %)
317,Wallkill Valley Regional High School,12-Sep,673,11.8,16.50%,26,124,-193,Public,10 Grumm Road,Hamburg,7419,Sussex,Wallkill Valley Regional High School District,No,(n/a),No,Yes,(973) 827-4100,57,588 (87.4 %),21 (3.1 %),44 (6.5 %),6 (0.9 %),1 (0.1 %),0 (0.0 %),13 (1.9 %)
318,Pennsville Memorial High School,12-Sep,478,9.1,29.90%,25.9,303,-15,Public,110 S Broadway,Pennsville,8070,Salem,Pennsville Public School District,No,(n/a),No,Yes,(856) 540-6200,52,427 (89.3 %),6 (1.3 %),17 (3.6 %),10 (2.1 %),4 (0.8 %),0 (0.0 %),14 (2.9 %)
319,James J Ferris High School,12-Sep,"1,196",9.8,69.60%,25.6,376,57,Public,35 Colgate St,Jersey City,7302,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 915-6660,122,126 (10.5 %),305 (25.5 %),596 (49.8 %),159 (13.3 %),0 (0.0 %),6 (0.5 %),4 (0.3 %)
320,Perth Amboy High School,12-Sep,"2,071",9.5,76.70%,25.3,363,43,Public,300 Eagle Ave,Perth Amboy,8861,Middlesex,Perth Amboy Public School District,No,(n/a),No,Yes,(732) 376-6030,217,33 (1.6 %),118 (5.7 %),1906 (92.0 %),6 (0.3 %),1 (0.0 %),0 (0.0 %),7 (0.3 %)
321,TEAM Academy Charter School,K-12,"3,247",13.2,87.80%,25.2,308,-13,"Public, Charter, Alternative",60 Park Place,Newark,7102,Essex,Team Academy Charter School,Yes,(n/a),No,Yes,(973) 622-0905,245,10 (0.3 %),3029 (93.3 %),202 (6.2 %),3 (0.1 %),2 (0.1 %),0 (0.0 %),1 (0.0 %)
322,Colonia High School,12-Sep,"1,360",11.3,32.10%,25,276,-46,Public,East Street,Colonia,7067,Middlesex,Woodbridge Township School District,No,(n/a),No,No,(732) 726-7060,120,683 (50.2 %),193 (14.2 %),234 (17.2 %),246 (18.1 %),0 (0.0 %),0 (0.0 %),4 (0.3 %)
323,Leap Academy University Charter School,K-12,"1,436",12.9,84.20%,24.9,332,9,"Public, Charter, Alternative",549 Cooper Street,Camden,8102,Camden,Leap Academy University Charter School,Yes,(n/a),No,Yes,(856) 614-0400,111,2 (0.1 %),625 (43.5 %),780 (54.3 %),22 (1.5 %),3 (0.2 %),0 (0.0 %),4 (0.3 %)
324,Passaic High School # 12,12-Sep,"3,063",14.7,99.60%,24.7,335,11,Public,170 Paulison Ave.,Passaic,7055,Passaic,Passaic City School District,No,(n/a),No,Yes,(973) 470-5600,208,24 (0.8 %),166 (5.4 %),2806 (91.6 %),61 (2.0 %),3 (0.1 %),3 (0.1 %),0 (0.0 %)
325,Sterling High School,12-Sep,929,13.2,33.50%,24.6,321,-4,Public,501 South Warwick Road,Somerdale,8083,Camden,Sterling Regional School District,No,(n/a),No,Yes,(856) 784-1333,70,583 (62.8 %),208 (22.4 %),81 (8.7 %),44 (4.7 %),3 (0.3 %),6 (0.6 %),4 (0.4 %)
326,Bridgeton High School,12-Sep,"1,316",12.1,5.70%,24.6,315,-11,Public,111 N West Avenue,Bridgeton,8302,Cumberland,Bridgeton City School District,No,(n/a),No,Yes,(856) 455-8030,108,96 (7.3 %),381 (29.0 %),816 (62.0 %),2 (0.2 %),5 (0.4 %),0 (0.0 %),16 (1.2 %)
327,Marion P. Thomas Charter School,"PK, KG-12","1,406",16.5,75.60%,24.6,381,54,"Public, Charter, Alternative",125 Sussex Avenue,Newark,7103,Essex,Marion P. Thomas Charter School,Yes,(n/a),No,Yes,(973) 621-0060,85,0 (0.0 %),1328 (94.5 %),77 (5.5 %),0 (0.0 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
328,Middlesex County Vocational School East Brunswick,12-Sep,410,10.7,34.60%,24.5,326,-2,Public,112 Rues Lane,East Brunswick,8816,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,No,(732) 254-8700,38,218 (53.2 %),35 (8.5 %),131 (32.0 %),14 (3.4 %),2 (0.5 %),1 (0.2 %),9 (2.2 %)
329,Thomas Jefferson Arts Academy,12-Sep,"1,066",11.4,83.60%,24.4,320,-9,Public,27 Martin Luther King Jr Plaza,Elizabeth,7201,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6767,93,96 (9.0 %),273 (25.6 %),688 (64.5 %),7 (0.7 %),0 (0.0 %),2 (0.2 %),0 (0.0 %)
330,Burlington County Inst Of Technical - Medford,12-Sep,828,12.5,39.00%,24.4,309,-21,Public,10 Hawkin Rd,Medford,8055,Burlington,Burlington County Institute Of Technology,No,(n/a),No,No,(609) 654-0200,66,464 (56.0 %),163 (19.7 %),131 (15.8 %),13 (1.6 %),1 (0.1 %),1 (0.1 %),55 (6.6 %)
331,David Brearley Middle/High School,12-Jul,745,11.4,24.60%,24.4,304,-27,Public,401 Monroe Avenue,Kenilworth,7033,Union,Kenilworth School District,No,(n/a),No,No,(908) 931-9696,65,440 (59.1 %),83 (11.1 %),187 (25.1 %),20 (2.7 %),2 (0.3 %),4 (0.5 %),9 (1.2 %)
332,Lakewood High School,12-Sep,"1,192",11,86.70%,24,336,4,Public,855 Somerset Avenue,Lakewood,8701,Ocean,Lakewood Township School District,No,(n/a),No,Yes,(732) 905-3500,108,63 (5.3 %),205 (17.2 %),913 (76.6 %),3 (0.3 %),4 (0.3 %),4 (0.3 %),0 (0.0 %)
333,Lacey Township High School,12-Sep,"1,251",10.6,22.50%,23.9,258,-75,Public,73 Haines Street,Lanoka Harbor,8734,Ocean,Lacey Township School District,No,(n/a),No,No,(609) 971-2020,117,1161 (92.8 %),6 (0.5 %),57 (4.6 %),14 (1.1 %),1 (0.1 %),0 (0.0 %),12 (1.0 %)
334,Highland Regional High School,12-Sep,"1,248",13.5,31.00%,23.9,358,24,Public,450 Erial Road,Blackwood,8012,Camden,Black Horse Pike Regional School District,No,(n/a),No,Yes,(609) 227-4100,92,720 (57.7 %),323 (25.9 %),112 (9.0 %),85 (6.8 %),0 (0.0 %),4 (0.3 %),4 (0.3 %)
